Member_number,itemDescription,year,month,day,day_of_week
1904,other vegetables,2014,4,24,3
1915,coffee,2014,3,4,1
3248,other vegetables,2014,10,16,3
4785,shopping bags,2014,4,30,2
4217,curd,2014,8,30,5
3426,misc. beverages,2014,8,17,6
4130,newspapers,2014,1,8,2
3569,spread cheese,2014,10,8,2
1005,margarine,2014,1,23,3
1945,whipped/sour cream,2014,5,11,6
1109,margarine,2014,10,31,4
3176,pastry,2014,9,6,5
2394,curd,2014,5,6,1
1969,bottled beer,2014,8,28,3
3643,soda,2014,8,7,3
4656,soda,2014,10,18,5
1655,frozen fish,2014,6,21,5
3679,salty snack,2014,5,25,6
3735,whole milk,2014,7,13,6
4828,salty snack,2014,11,30,6
4756,whole milk,2014,5,7,2
4859,curd,2014,7,6,6
4342,whipped/sour cream,2014,5,15,3
3552,long life bakery product,2014,2,24,0
3373,brown bread,2014,9,5,4
2057,UHT-milk,2014,4,16,2
4324,detergent,2014,9,20,5
1165,whole milk,2014,2,5,2
2939,bottled water,2014,10,22,2
4900,pickled vegetables,2014,4,5,5
4206,rolls/buns,2014,1,14,1
2662,soda,2014,3,2,6
1107,newspapers,2014,6,14,5
2543,whipped/sour cream,2014,5,27,1
2111,red/blush wine,2014,7,12,5
4492,rolls/buns,2014,11,25,1
2037,domestic eggs,2014,4,13,6
3973,pickled vegetables,2014,6,28,5
3947,newspapers,2014,5,13,1
3662,beverages,2014,8,26,1
1495,other vegetables,2014,8,1,4
3403,shopping bags,2014,4,16,2
3580,butter,2014,3,17,0
4025,UHT-milk,2014,3,5,2
4915,frozen vegetables,2014,8,12,1
2105,rolls/buns,2014,2,12,2
3403,brown bread,2014,2,26,2
4159,dishes,2014,5,29,3
1741,packaged fruit/vegetables,2014,10,12,6
3417,whole milk,2014,2,9,6
3895,light bulbs,2014,6,14,5
1014,butter milk,2014,4,9,2
1998,whipped/sour cream,2014,10,11,5
3462,bottled water,2014,11,10,0
3584,soft cheese,2014,5,29,3
4927,soda,2014,4,13,6
1908,fruit/vegetable juice,2014,3,28,4
1139,soft cheese,2014,1,15,2
3168,brown bread,2014,3,19,2
4373,house keeping products,2014,7,7,0
4244,semi-finished bread,2014,9,20,5
4661,butter,2014,9,6,5
3305,newspapers,2014,6,3,1
1408,ice cream,2014,9,1,0
2242,shopping bags,2014,4,2,2
4160,frozen vegetables,2014,4,25,4
2129,coffee,2014,5,1,3
3518,other vegetables,2014,6,2,0
2794,curd,2014,7,13,6
3666,waffles,2014,10,15,2
3094,whipped/sour cream,2014,7,13,6
3730,pastry,2014,3,2,6
4612,bottled beer,2014,8,9,5
2897,chocolate,2014,4,26,5
4132,margarine,2014,9,20,5
4721,rolls/buns,2014,6,24,1
3113,other vegetables,2014,12,26,4
1772,make up remover,2014,9,4,3
4470,liquor,2014,8,2,5
3737,pip fruit,2014,12,30,1
4171,whole milk,2014,7,1,1
1300,yogurt,2014,4,9,2
4822,yogurt,2014,3,1,5
3458,pastry,2014,4,29,1
3912,yogurt,2014,8,11,0
2716,curd cheese,2014,1,16,3
4244,bottled beer,2014,4,17,3
3009,UHT-milk,2014,11,13,3
2406,salt,2014,12,3,2
2185,other vegetables,2014,5,25,6
1575,seasonal products,2014,6,27,4
2986,soda,2014,3,11,1
1676,soda,2014,3,29,5
2621,female sanitary products,2014,6,26,3
2709,frozen vegetables,2014,1,1,2
2706,misc. beverages,2014,10,10,4
1144,coffee,2014,8,4,0
1869,frozen fish,2014,3,15,5
3067,specialty cheese,2014,2,27,3
1297,domestic eggs,2014,4,3,3
4747,soft cheese,2014,2,4,1
3346,napkins,2014,11,8,5
1556,soft cheese,2014,5,31,5
3671,whole milk,2014,4,16,2
2648,coffee,2014,5,22,3
4622,bottled water,2014,5,30,4
2855,hygiene articles,2014,7,11,4
4494,liquor,2014,1,27,0
4575,whole milk,2014,8,4,0
4770,roll products ,2014,2,17,0
2294,specialty fat,2014,9,25,3
2449,curd,2014,6,9,0
2411,whole milk,2014,4,21,0
2257,pasta,2014,6,27,4
2271,pickled vegetables,2014,7,8,1
4101,margarine,2014,5,8,3
4564,whipped/sour cream,2014,1,29,2
2886,waffles,2014,2,14,4
2511,shopping bags,2014,12,7,6
4933,curd,2014,7,30,2
1190,root vegetables,2014,10,27,0
4364,rolls/buns,2014,7,6,6
3918,specialty chocolate,2014,12,14,6
4749,mustard,2014,10,30,3
3919,pastry,2014,2,15,5
1148,other vegetables,2014,1,11,5
4219,butter milk,2014,5,14,2
2241,photo/film,2014,2,8,5
4915,sliced cheese,2014,9,1,0
2632,frozen vegetables,2014,8,3,6
2847,processed cheese,2014,5,1,3
3937,soda,2014,2,10,0
4416,other vegetables,2014,2,25,1
2084,cat food,2014,11,10,0
3604,root vegetables,2014,12,8,0
4463,flour,2014,3,5,2
3950,whole milk,2014,11,12,2
3540,cream cheese ,2014,2,23,6
4077,newspapers,2014,9,29,0
4144,waffles,2014,12,5,4
3576,herbs,2014,5,15,3
3209,liquor,2014,8,4,0
1011,pastry,2014,2,6,3
2760,whipped/sour cream,2014,4,19,5
3967,shopping bags,2014,10,10,4
3668,bottled beer,2014,2,23,6
3258,bottled water,2014,9,24,2
4336,brown bread,2014,12,10,2
4632,rolls/buns,2014,3,2,6
1676,tropical fruit,2014,11,11,1
4566,shopping bags,2014,9,16,1
4730,root vegetables,2014,9,26,4
4274,whipped/sour cream,2014,5,22,3
2860,butter,2014,10,26,6
4316,pot plants,2014,8,17,6
3915,coffee,2014,11,6,3
2059,long life bakery product,2014,2,17,0
1694,butter,2014,7,27,6
4941,soda,2014,2,24,0
3840,frozen meals,2014,5,17,5
3282,other vegetables,2014,12,5,4
4272,margarine,2014,6,23,0
1821,butter milk,2014,1,13,0
1524,brown bread,2014,6,2,0
3849,baking powder,2014,2,7,4
2964,curd,2014,4,2,2
1506,fruit/vegetable juice,2014,10,23,3
1682,newspapers,2014,9,9,1
3458,dessert,2014,12,23,1
1248,butter,2014,1,2,3
4330,domestic eggs,2014,5,13,1
4493,whole milk,2014,5,5,0
3222,frozen meals,2014,3,12,2
1567,chocolate,2014,8,13,2
2866,whole milk,2014,4,16,2
3749,whipped/sour cream,2014,7,9,2
2034,rolls/buns,2014,12,22,0
3789,rolls/buns,2014,1,13,0
2514,whole milk,2014,3,1,5
3315,whole milk,2014,1,21,1
4951,cream,2014,10,27,0
2908,yogurt,2014,3,28,4
3439,brown bread,2014,6,12,3
2661,soda,2014,5,12,0
3609,fruit/vegetable juice,2014,12,8,0
1165,house keeping products,2014,1,4,5
1212,salt,2014,3,6,3
1921,chocolate,2014,11,6,3
3203,berries,2014,4,4,4
4984,domestic eggs,2014,7,6,6
4254,domestic eggs,2014,12,25,3
3584,other vegetables,2014,3,7,4
4008,canned fish,2014,12,18,3
2512,bottled water,2014,9,28,6
1034,newspapers,2014,5,13,1
2174,frozen vegetables,2014,7,31,3
4667,waffles,2014,8,31,6
1908,soda,2014,8,21,3
2781,whole milk,2014,4,10,3
4073,berries,2014,1,30,3
2193,cling film/bags,2014,11,9,6
1980,flour,2014,11,21,4
4226,dessert,2014,11,27,3
1508,pot plants,2014,4,25,4
4187,onions,2014,4,19,5
1793,frozen vegetables,2014,12,14,6
3160,shopping bags,2014,1,14,1
3186,oil,2014,11,12,2
3268,shopping bags,2014,4,5,5
4084,other vegetables,2014,11,28,4
3854,tidbits,2014,12,27,5
2801,margarine,2014,7,17,3
3283,yogurt,2014,8,31,6
2549,bottled water,2014,6,28,5
4707,fruit/vegetable juice,2014,10,6,0
3828,bottled water,2014,5,16,4
2946,white bread,2014,9,29,0
2156,chocolate,2014,2,15,5
2215,white bread,2014,9,15,0
4666,bottled water,2014,11,26,2
3428,curd,2014,5,3,5
4736,seasonal products,2014,4,25,4
1726,other vegetables,2014,3,14,4
3731,shopping bags,2014,2,11,1
2869,bottled water,2014,8,11,0
3632,candy,2014,11,6,3
3069,dishes,2014,4,4,4
4180,canned beer,2014,2,8,5
2743,frozen potato products,2014,2,26,2
4966,margarine,2014,12,30,1
4914,chocolate marshmallow,2014,4,15,1
2100,yogurt,2014,5,13,1
4045,beverages,2014,11,2,6
4594,canned fish,2014,7,13,6
3237,yogurt,2014,4,8,1
2515,flower (seeds),2014,10,22,2
2825,frozen potato products,2014,6,5,3
1095,flour,2014,6,8,6
2877,mustard,2014,6,13,4
3851,pastry,2014,6,5,3
2552,chocolate,2014,2,19,2
4550,yogurt,2014,11,20,3
3797,whole milk,2014,1,1,2
4630,canned fish,2014,6,29,6
1946,onions,2014,8,3,6
1803,soda,2014,9,24,2
1504,cleaner,2014,12,24,2
4320,rolls/buns,2014,2,17,0
3384,frozen meals,2014,8,3,6
2256,frozen vegetables,2014,2,8,5
2794,fruit/vegetable juice,2014,7,23,2
1389,tea,2014,4,29,1
4573,sliced cheese,2014,11,3,0
1698,yogurt,2014,1,17,4
1856,rolls/buns,2014,1,29,2
1702,waffles,2014,2,26,2
2138,long life bakery product,2014,2,18,1
4217,whole milk,2014,6,20,4
2419,processed cheese,2014,7,26,5
2701,salt,2014,4,30,2
1061,chocolate,2014,5,19,0
4671,whipped/sour cream,2014,7,14,0
4370,yogurt,2014,6,6,4
2055,domestic eggs,2014,7,11,4
1646,newspapers,2014,3,14,4
3511,chewing gum,2014,9,9,1
3164,shopping bags,2014,9,16,1
2957,bottled beer,2014,12,21,6
4876,brown bread,2014,3,25,1
1931,brown bread,2014,6,25,2
1639,chocolate,2014,8,21,3
2232,flour,2014,1,10,4
3063,yogurt,2014,7,27,6
3486,candy,2014,12,9,1
3347,rolls/buns,2014,10,1,2
1294,soft cheese,2014,12,22,0
3982,beverages,2014,10,30,3
3903,seasonal products,2014,2,20,3
1434,waffles,2014,3,27,3
3560,liquor,2014,3,21,4
2228,hygiene articles,2014,10,25,5
4190,bottled water,2014,6,28,5
1391,newspapers,2014,1,30,3
1243,cling film/bags,2014,8,1,4
2594,pastry,2014,9,15,0
1854,frozen fish,2014,11,3,0
2666,frozen vegetables,2014,5,23,4
1811,hygiene articles,2014,7,2,2
2480,pickled vegetables,2014,1,2,3
2081,seasonal products,2014,2,14,4
2342,long life bakery product,2014,11,26,2
1990,flower (seeds),2014,6,26,3
4514,red/blush wine,2014,7,17,3
3681,specialty fat,2014,5,19,0
3559,cooking chocolate,2014,12,18,3
1579,canned beer,2014,6,15,6
3033,hard cheese,2014,9,18,3
4699,misc. beverages,2014,2,8,5
3081,white wine,2014,9,23,1
2336,specialty chocolate,2014,1,28,1
2132,pastry,2014,8,8,4
4039,hygiene articles,2014,5,18,6
3415,bottled water,2014,10,6,0
3343,shopping bags,2014,2,21,4
4773,margarine,2014,6,9,0
4652,bottled water,2014,5,20,1
3717,soda,2014,8,25,0
2460,soda,2014,2,17,0
2069,napkins,2014,10,6,0
4978,grapes,2014,1,18,5
1778,photo/film,2014,11,26,2
3283,frozen fish,2014,3,30,6
1816,cake bar,2014,1,18,5
1655,rolls/buns,2014,12,1,0
2534,canned beer,2014,3,29,5
2511,other vegetables,2014,2,24,0
3184,semi-finished bread,2014,1,31,4
4455,soda,2014,8,26,1
1768,fruit/vegetable juice,2014,11,20,3
3894,yogurt,2014,10,2,3
2225,hard cheese,2014,10,13,0
4623,shopping bags,2014,10,15,2
4482,cream cheese ,2014,12,18,3
1004,shopping bags,2014,10,7,1
3657,curd,2014,4,9,2
1764,coffee,2014,5,24,5
3745,butter,2014,10,19,6
4650,rolls/buns,2014,8,17,6
1332,hard cheese,2014,7,16,2
4542,sweet spreads,2014,11,10,0
1620,yogurt,2014,4,19,5
1483,yogurt,2014,10,19,6
4012,cream cheese ,2014,10,11,5
4305,soda,2014,12,18,3
1098,dessert,2014,2,25,1
2782,spread cheese,2014,11,21,4
4471,cream cheese ,2014,5,12,0
4113,curd,2014,12,23,1
1365,butter milk,2014,9,15,0
2957,margarine,2014,5,24,5
2990,long life bakery product,2014,8,15,4
2775,condensed milk,2014,7,21,0
3626,liquor (appetizer),2014,3,3,0
1282,shopping bags,2014,6,3,1
2207,pastry,2014,8,2,5
2798,margarine,2014,3,19,2
4479,soda,2014,1,24,4
2545,processed cheese,2014,3,8,5
3531,whole milk,2014,10,7,1
4683,red/blush wine,2014,11,11,1
2475,canned beer,2014,9,29,0
2595,chewing gum,2014,3,1,5
2447,frozen vegetables,2014,5,17,5
2857,whipped/sour cream,2014,2,8,5
1386,berries,2014,9,19,4
4827,newspapers,2014,11,8,5
3180,rolls/buns,2014,2,11,1
3467,shopping bags,2014,7,4,4
2271,coffee,2014,9,24,2
3465,dessert,2014,4,21,0
4668,newspapers,2014,11,25,1
2337,soda,2014,10,14,1
3909,napkins,2014,7,11,4
4695,domestic eggs,2014,10,17,4
4277,butter,2014,1,9,3
1428,soda,2014,5,28,2
1014,rolls/buns,2014,6,10,1
2209,whole milk,2014,12,16,1
1128,domestic eggs,2014,4,26,5
1677,seasonal products,2014,8,24,6
3852,dishes,2014,6,26,3
2769,misc. beverages,2014,10,31,4
4847,shopping bags,2014,5,23,4
3321,sliced cheese,2014,2,5,2
1053,soda,2014,4,30,2
3393,canned vegetables,2014,2,25,1
3487,domestic eggs,2014,7,9,2
2087,pickled vegetables,2014,8,21,3
1848,soda,2014,9,20,5
4854,yogurt,2014,10,22,2
1147,canned fish,2014,11,16,6
3258,soap,2014,9,21,6
3059,shopping bags,2014,12,13,5
2706,specialty bar,2014,10,30,3
4201,whipped/sour cream,2014,1,9,3
4299,cream cheese ,2014,8,22,4
4600,berries,2014,11,22,5
1179,soda,2014,8,6,2
4380,frozen fish,2014,9,4,3
2162,cream cheese ,2014,3,24,0
3952,rolls/buns,2014,3,4,1
4797,rolls/buns,2014,1,10,4
4817,liquor,2014,10,14,1
2948,detergent,2014,11,4,1
3559,chocolate,2014,11,12,2
3920,coffee,2014,11,1,5
2332,salt,2014,7,27,6
3251,soda,2014,6,26,3
4178,brown bread,2014,12,25,3
1597,cake bar,2014,2,13,3
1472,sliced cheese,2014,10,6,0
1879,sugar,2014,1,6,0
3247,frozen vegetables,2014,9,24,2
1432,specialty bar,2014,2,18,1
2381,chocolate,2014,11,15,5
2941,bottled water,2014,4,15,1
3213,hygiene articles,2014,7,5,5
4629,shopping bags,2014,9,24,2
4375,domestic eggs,2014,1,8,2
4832,curd,2014,1,30,3
2765,fruit/vegetable juice,2014,9,2,1
3292,red/blush wine,2014,8,8,4
4578,shopping bags,2014,4,26,5
2979,domestic eggs,2014,3,11,1
4738,grapes,2014,2,26,2
1248,packaged fruit/vegetables,2014,7,24,3
1786,frozen vegetables,2014,12,6,5
2076,whole milk,2014,10,13,0
2606,candles,2014,11,1,5
1320,coffee,2014,7,10,3
2017,whipped/sour cream,2014,9,23,1
3201,flower (seeds),2014,3,30,6
3480,baking powder,2014,8,29,4
4227,rolls/buns,2014,8,8,4
1299,white bread,2014,11,20,3
1956,butter,2014,1,13,0
1645,pastry,2014,1,26,6
3010,other vegetables,2014,2,14,4
4741,flower (seeds),2014,7,8,1
4659,pasta,2014,12,26,4
1882,grapes,2014,8,23,5
3164,coffee,2014,2,14,4
3112,domestic eggs,2014,3,7,4
3622,bottled water,2014,3,12,2
1929,soda,2014,2,14,4
2231,berries,2014,3,27,3
2164,cream cheese ,2014,6,16,0
4613,pet care,2014,2,11,1
3947,chewing gum,2014,8,2,5
2345,flour,2014,11,11,1
3511,citrus fruit,2014,8,28,3
2645,napkins,2014,11,15,5
3338,pasta,2014,5,26,0
2440,domestic eggs,2014,1,28,1
1101,processed cheese,2014,7,9,2
2886,butter,2014,12,12,4
4293,herbs,2014,4,17,3
1053,sugar,2014,5,23,4
3856,cereals,2014,12,5,4
3812,long life bakery product,2014,11,7,4
2301,domestic eggs,2014,8,25,0
3396,whole milk,2014,1,19,6
3604,soda,2014,7,8,1
2089,pasta,2014,10,8,2
3372,canned beer,2014,2,25,1
3761,liquor (appetizer),2014,12,9,1
3872,salty snack,2014,8,23,5
4868,brown bread,2014,10,2,3
2748,processed cheese,2014,2,4,1
3965,rolls/buns,2014,3,20,3
1132,whole milk,2014,11,22,5
4298,salty snack,2014,10,20,0
4947,rum,2014,11,24,0
3466,salt,2014,9,12,4
4601,ketchup,2014,12,11,3
2307,soft cheese,2014,4,25,4
1182,mustard,2014,6,20,4
4473,canned beer,2014,12,21,6
4529,other vegetables,2014,10,26,6
2388,brown bread,2014,9,5,4
4870,root vegetables,2014,6,30,0
1246,canned beer,2014,2,5,2
4904,frozen vegetables,2014,6,12,3
4085,whipped/sour cream,2014,8,5,1
3024,detergent,2014,12,23,1
1259,shopping bags,2014,4,20,6
4110,red/blush wine,2014,3,15,5
4374,fruit/vegetable juice,2014,9,19,4
4316,candy,2014,2,1,5
2779,cream cheese ,2014,3,16,6
3583,whipped/sour cream,2014,9,13,5
3938,white bread,2014,7,29,1
4319,detergent,2014,5,29,3
3721,waffles,2014,11,18,1
3060,fruit/vegetable juice,2014,7,31,3
2365,margarine,2014,2,6,3
3094,white bread,2014,11,18,1
4913,whipped/sour cream,2014,6,1,6
2468,whole milk,2014,11,8,5
2726,yogurt,2014,11,30,6
3247,yogurt,2014,9,27,5
4787,cling film/bags,2014,12,18,3
4024,dog food,2014,11,22,5
1658,flour,2014,3,1,5
1624,beverages,2014,8,18,0
2316,pip fruit,2014,2,17,0
2421,rolls/buns,2014,2,13,3
1947,bottled beer,2014,7,16,2
4815,coffee,2014,1,24,4
4360,domestic eggs,2014,12,14,6
3629,other vegetables,2014,2,5,2
3863,red/blush wine,2014,12,9,1
4517,coffee,2014,10,26,6
1145,other vegetables,2014,5,6,1
4391,napkins,2014,10,24,4
3205,whipped/sour cream,2014,3,6,3
1560,salty snack,2014,5,16,4
1602,butter,2014,9,30,1
3084,other vegetables,2014,1,22,2
2982,sugar,2014,5,1,3
2730,domestic eggs,2014,10,11,5
3805,white bread,2014,2,1,5
4711,domestic eggs,2014,6,21,5
3344,cling film/bags,2014,2,5,2
3583,pet care,2014,9,2,1
4864,ice cream,2014,12,27,5
4305,specialty cheese,2014,11,17,0
4316,soft cheese,2014,5,10,5
2222,seasonal products,2014,7,31,3
4257,soft cheese,2014,4,6,6
1923,tropical fruit,2014,2,6,3
1139,pickled vegetables,2014,10,20,0
2862,soda,2014,9,12,4
4279,butter milk,2014,1,27,0
1383,rolls/buns,2014,8,25,0
2331,shopping bags,2014,10,13,0
3673,domestic eggs,2014,9,5,4
4556,whipped/sour cream,2014,12,10,2
3219,whole milk,2014,1,21,1
1338,curd,2014,3,4,1
4261,napkins,2014,9,28,6
4040,hygiene articles,2014,6,27,4
3582,whole milk,2014,5,27,1
1938,pastry,2014,8,21,3
2247,domestic eggs,2014,11,19,2
4789,domestic eggs,2014,11,2,6
4804,bottled beer,2014,11,26,2
3781,margarine,2014,6,7,5
3902,canned beer,2014,6,19,3
3056,fruit/vegetable juice,2014,3,31,0
2106,whole milk,2014,6,9,0
1839,zwieback,2014,3,20,3
4933,other vegetables,2014,3,3,0
3338,other vegetables,2014,11,18,1
3442,root vegetables,2014,11,11,1
2175,soft cheese,2014,3,17,0
3808,other vegetables,2014,2,19,2
1951,curd,2014,6,23,0
3010,root vegetables,2014,1,21,1
1379,margarine,2014,4,6,6
3246,dessert,2014,12,28,6
4649,root vegetables,2014,5,10,5
3560,whole milk,2014,11,25,1
4532,other vegetables,2014,11,30,6
1767,root vegetables,2014,8,11,0
2942,domestic eggs,2014,10,31,4
1473,rolls/buns,2014,1,5,6
1831,chocolate,2014,12,13,5
4137,napkins,2014,9,14,6
3094,waffles,2014,12,15,0
1404,cleaner,2014,1,26,6
2389,butter milk,2014,1,27,0
2349,red/blush wine,2014,3,6,3
4746,bottled water,2014,12,2,1
3009,flour,2014,12,27,5
4736,curd,2014,10,2,3
3133,yogurt,2014,1,4,5
3150,pastry,2014,3,31,0
3707,herbs,2014,10,12,6
2442,cream cheese ,2014,2,24,0
2244,whole milk,2014,9,11,3
2680,instant coffee,2014,11,23,6
3006,margarine,2014,6,20,4
4792,bottled water,2014,10,16,3
3716,sweet spreads,2014,7,27,6
4847,other vegetables,2014,1,2,3
1497,tea,2014,5,26,0
4235,seasonal products,2014,5,13,1
3686,specialty chocolate,2014,3,3,0
3866,bottled beer,2014,10,19,6
1827,pip fruit,2014,11,27,3
2133,other vegetables,2014,4,27,6
4039,beverages,2014,4,30,2
1612,soups,2014,12,25,3
1967,soda,2014,7,10,3
4953,rolls/buns,2014,10,23,3
3893,roll products ,2014,5,16,4
3217,bottled beer,2014,12,8,0
2712,frozen meals,2014,9,6,5
4525,waffles,2014,6,22,6
3665,hygiene articles,2014,11,15,5
2708,coffee,2014,5,25,6
3046,soda,2014,2,28,4
3437,pickled vegetables,2014,9,19,4
1954,dishes,2014,6,13,4
2781,whipped/sour cream,2014,8,10,6
1129,white wine,2014,4,18,4
3400,hard cheese,2014,2,15,5
2133,fruit/vegetable juice,2014,8,11,0
4622,shopping bags,2014,11,9,6
2796,cling film/bags,2014,9,21,6
4925,shopping bags,2014,4,10,3
4760,dishes,2014,12,16,1
1272,cleaner,2014,7,27,6
3165,whole milk,2014,7,5,5
3839,rice,2014,9,13,5
1110,yogurt,2014,5,30,4
2744,margarine,2014,3,20,3
1685,bottled water,2014,3,6,3
3435,butter,2014,8,11,0
3316,seasonal products,2014,10,9,3
3284,coffee,2014,1,4,5
1896,domestic eggs,2014,11,20,3
4538,fruit/vegetable juice,2014,6,22,6
3072,newspapers,2014,6,18,2
2102,yogurt,2014,7,21,0
4685,pet care,2014,9,29,0
3617,oil,2014,7,28,0
1013,mustard,2014,7,15,1
4616,ice cream,2014,7,29,1
2561,frozen fish,2014,4,19,5
2357,frozen meals,2014,5,25,6
3423,fruit/vegetable juice,2014,11,7,4
3259,shopping bags,2014,12,3,2
4764,brown bread,2014,5,29,3
1548,bottled beer,2014,4,5,5
3209,rolls/buns,2014,3,15,5
1562,soda,2014,7,30,2
3849,beverages,2014,12,15,0
4168,whipped/sour cream,2014,3,12,2
3979,ice cream,2014,2,26,2
1665,canned beer,2014,8,20,2
1517,coffee,2014,3,9,6
4894,brown bread,2014,5,7,2
3058,rolls/buns,2014,12,3,2
4036,honey,2014,6,20,4
3240,canned beer,2014,10,31,4
3784,chocolate,2014,4,3,3
4290,yogurt,2014,6,30,0
3264,whipped/sour cream,2014,2,27,3
1092,newspapers,2014,10,12,6
1035,frozen vegetables,2014,6,25,2
1985,bottled water,2014,6,6,4
2569,margarine,2014,10,14,1
3237,roll products ,2014,10,14,1
1966,yogurt,2014,8,18,0
4935,cling film/bags,2014,3,19,2
1569,pastry,2014,1,19,6
1964,brown bread,2014,1,12,6
4743,napkins,2014,5,31,5
1353,root vegetables,2014,6,25,2
3808,bottled water,2014,11,18,1
2944,newspapers,2014,12,19,4
1327,canned vegetables,2014,9,26,4
3201,bottled water,2014,12,28,6
3263,soda,2014,4,17,3
4799,hygiene articles,2014,6,28,5
3674,frozen vegetables,2014,4,26,5
2453,rolls/buns,2014,5,2,4
2274,yogurt,2014,8,14,3
4705,frozen vegetables,2014,10,20,0
1580,canned beer,2014,11,9,6
3509,bottled water,2014,2,9,6
4999,newspapers,2014,9,4,3
2803,curd,2014,10,8,2
2448,hard cheese,2014,7,15,1
4823,rolls/buns,2014,9,16,1
3084,white wine,2014,10,27,0
2928,frozen fish,2014,12,12,4
2990,UHT-milk,2014,5,31,5
2440,whole milk,2014,8,7,3
1896,newspapers,2014,2,13,3
1204,beverages,2014,4,13,6
4119,frozen vegetables,2014,10,24,4
1978,cookware,2014,2,22,5
1572,candy,2014,3,7,4
4562,rolls/buns,2014,6,11,2
1032,newspapers,2014,1,26,6
4124,shopping bags,2014,8,31,6
1566,frozen meals,2014,5,11,6
1751,candy,2014,2,15,5
4104,bottled water,2014,4,9,2
2026,napkins,2014,11,14,4
2538,pastry,2014,1,3,4
2620,rolls/buns,2014,9,5,4
2489,shopping bags,2014,10,6,0
4650,UHT-milk,2014,7,10,3
3525,soda,2014,9,7,6
3614,spices,2014,9,20,5
2301,yogurt,2014,8,11,0
2294,whipped/sour cream,2014,1,14,1
1152,soda,2014,12,26,4
4887,chocolate,2014,12,11,3
1995,brown bread,2014,10,29,2
1725,newspapers,2014,9,21,6
1258,coffee,2014,4,5,5
4376,rolls/buns,2014,2,5,2
2993,napkins,2014,11,17,0
2534,long life bakery product,2014,9,2,1
3757,frozen vegetables,2014,10,23,3
3689,zwieback,2014,9,2,1
4130,soft cheese,2014,4,3,3
1018,cake bar,2014,5,27,1
3027,frozen vegetables,2014,4,29,1
3959,instant coffee,2014,5,21,2
4453,oil,2014,1,12,6
3427,specialty chocolate,2014,11,5,2
4733,curd cheese,2014,8,21,3
3599,cleaner,2014,12,23,1
1190,meat spreads,2014,11,25,1
2298,napkins,2014,12,17,2
2177,domestic eggs,2014,2,10,0
1779,rolls/buns,2014,7,6,6
3721,brown bread,2014,2,8,5
2256,butter,2014,11,24,0
4671,whole milk,2014,7,16,2
4299,cake bar,2014,2,26,2
4679,pudding powder,2014,8,3,6
2872,domestic eggs,2014,4,8,1
3517,brown bread,2014,11,27,3
3194,soda,2014,10,26,6
2860,chocolate,2014,8,7,3
1296,bottled beer,2014,12,14,6
3041,whipped/sour cream,2014,4,7,0
2690,grapes,2014,2,1,5
4531,flour,2014,12,17,2
1407,pasta,2014,7,15,1
2271,coffee,2014,7,16,2
4213,rolls/buns,2014,6,11,2
2743,shopping bags,2014,9,8,0
4879,fruit/vegetable juice,2014,1,5,6
3425,soda,2014,5,1,3
3175,processed cheese,2014,11,18,1
1868,newspapers,2014,2,25,1
3669,bottled water,2014,10,14,1
4623,salty snack,2014,5,7,2
3232,soda,2014,1,7,1
1499,soda,2014,2,22,5
3502,fruit/vegetable juice,2014,5,19,0
2785,chocolate,2014,12,30,1
4762,misc. beverages,2014,7,2,2
1605,rolls/buns,2014,8,17,6
4786,dish cleaner,2014,11,30,6
3786,bottled water,2014,10,22,2
4831,bottled beer,2014,8,16,5
4620,bottled beer,2014,6,23,0
1316,curd,2014,5,31,5
1116,napkins,2014,6,3,1
2746,pickled vegetables,2014,5,20,1
3258,specialty cheese,2014,10,4,5
1193,shopping bags,2014,2,16,6
2602,cream cheese ,2014,4,18,4
1098,candy,2014,7,19,5
4733,shopping bags,2014,9,11,3
3920,brown bread,2014,2,23,6
3255,semi-finished bread,2014,1,23,3
2713,canned beer,2014,5,21,2
4068,canned beer,2014,6,29,6
2369,soda,2014,7,1,1
1547,long life bakery product,2014,9,3,2
3183,brown bread,2014,9,24,2
3484,frozen meals,2014,4,7,0
3226,chocolate,2014,7,22,1
4437,oil,2014,3,12,2
1908,mustard,2014,12,6,5
